utterance_id,speaker_id,score
test_public_5883.wav,1085,0.4162825
test_public_5883.wav,1067,0.3825315
test_public_5884.wav,2056,0.636879
test_public_5884.wav,2047,0.694044
test_public_5884.wav,2046,0.7779055
test_public_5884.wav,2050,0.693575
test_public_5884.wav,2083,0.9015599999999999
test_public_5885.wav,2100,0.6380025
test_public_5885.wav,2046,0.603043
test_public_5885.wav,2048,0.8252794999999999
test_public_5885.wav,2083,0.6358305
test_public_5885.wav,2097,0.4957185
test_public_5886.wav,2103,0.839423
test_public_5886.wav,2056,0.7625575
test_public_5886.wav,2100,0.698859
test_public_5886.wav,2097,0.673579
test_public_5886.wav,2050,0.62809
test_public_5887.wav,2103,0.856893
test_public_5887.wav,2047,0.661238
test_public_5887.wav,2056,0.778817
test_public_5887.wav,2046,0.745739
test_public_5887.wav,2102,0.814442
test_public_5888.wav,1090,0.5631375
test_public_5888.wav,1067,0.800541
test_public_5888.wav,1079,0.557445
test_public_5888.wav,1088,0.528737
test_public_5888.wav,1106,0.575652
test_public_5889.wav,2056,0.7114105
test_public_5889.wav,2047,0.9472335000000001
test_public_5889.wav,2097,0.6374065
test_public_5889.wav,2048,0.7763685
test_public_5889.wav,2046,0.782709
test_public_5890.wav,1081,0.7285275
test_public_5890.wav,1105,0.577334
test_public_5890.wav,1091,0.5613015
test_public_5890.wav,1086,0.8687555
test_public_5890.wav,1072,0.547044
test_public_5891.wav,1073,0.8928235
test_public_5891.wav,1109,0.667142
test_public_5891.wav,1077,0.597422
test_public_5891.wav,1095,0.6974055
test_public_5891.wav,1104,0.5524095
test_public_5859.wav,1072,0.6572665
test_public_5859.wav,1082,0.6856925
test_public_5859.wav,1104,0.5686195
test_public_5859.wav,1070,0.702256
test_public_5859.wav,1108,0.916339
test_public_5860.wav,1093,0.826453
test_public_5860.wav,1069,0.513347
test_public_5860.wav,1084,0.6040045
test_public_5860.wav,1071,0.508452
test_public_5860.wav,1105,0.6052175
test_public_5861.wav,2083,0.6045395
test_public_5861.wav,2048,0.411757
test_public_5861.wav,2056,0.5733945
test_public_5861.wav,2100,0.66179
test_public_5861.wav,2097,0.8594775
test_public_5862.wav,1082,0.8614040000000001
test_public_5862.wav,1101,0.7509330000000001
test_public_5862.wav,1099,0.6373805
test_public_5862.wav,1070,0.543865
test_public_5862.wav,1072,0.493786
test_public_5863.wav,1104,0.627259
test_public_5863.wav,1070,0.7596054999999999
test_public_5863.wav,1106,0.9461355
test_public_5863.wav,1076,0.676091
test_public_5863.wav,1074,0.638936
test_public_5864.wav,1075,0.7696084999999999
test_public_5864.wav,1076,0.537908
test_public_5864.wav,1088,0.596279
test_public_5864.wav,1084,0.437735
test_public_5864.wav,1093,0.495229
test_public_5865.wav,1086,0.463543
test_public_5865.wav,1076,0.850563
test_public_5865.wav,1043,0.548251
test_public_5865.wav,1069,0.530878
test_public_5865.wav,1073,0.703856
test_public_5866.wav,1101,0.6183345
test_public_5866.wav,1087,0.681629
test_public_5866.wav,1081,0.91579
test_public_5866.wav,1093,0.4755135
test_public_5866.wav,1105,0.61292
test_public_5867.wav,1099,0.755779
test_public_5867.wav,1105,0.6783005
test_public_5867.wav,1079,0.552261
test_public_5867.wav,1086,0.543221
test_public_5867.wav,1076,0.8467089999999999
test_public_5868.wav,2047,0.568907
test_public_5868.wav,2048,0.5987755
test_public_5868.wav,2046,0.827414
test_public_5868.wav,2102,0.564701
test_public_5868.wav,2083,0.679148
test_public_5869.wav,1081,0.5046685
test_public_5869.wav,1079,0.804782
test_public_5869.wav,1094,0.6380385
test_public_5869.wav,1109,0.4994045
test_public_5869.wav,1067,0.545272
test_public_5870.wav,1081,0.91012
test_public_5870.wav,1109,0.7746805
test_public_5870.wav,1070,0.56808
test_public_5870.wav,1069,0.7693905
test_public_5870.wav,1108,0.6720425
test_public_5871.wav,1091,0.5184095
test_public_5871.wav,1078,0.5307495
test_public_5871.wav,1086,0.59739
test_public_5871.wav,1095,0.7380720000000001
test_public_5871.wav,1080,0.4969455
test_public_5872.wav,1077,0.640518
test_public_5872.wav,1094,0.416564
test_public_5872.wav,1096,0.578813
test_public_5872.wav,1079,0.52483
test_public_5872.wav,1076,0.851021
test_public_5873.wav,1099,0.599801
test_public_5873.wav,1107,0.622651
test_public_5873.wav,1085,0.7977855
test_public_5873.wav,1105,0.635691
test_public_5873.wav,1070,0.6379905
test_public_5874.wav,1091,0.7756000000000001
test_public_5874.wav,1104,0.663258
test_public_5874.wav,1106,0.616816
test_public_5874.wav,1095,0.5820075
test_public_5874.wav,1078,0.5600595
test_public_5875.wav,1074,0.6435500000000001
test_public_5875.wav,1088,0.7496595
test_public_5875.wav,1066,0.5047405
test_public_5875.wav,1086,0.6816655
test_public_5875.wav,1075,0.5963065
test_public_0016.wav,1092,0.454258
test_public_0016.wav,1086,0.601064
test_public_0016.wav,1091,0.4959155
test_public_0016.wav,1084,0.666945
test_public_0016.wav,1080,0.5486885
test_public_0032.wav,2048,0.7612395000000001
test_public_0032.wav,2046,0.598859
test_public_0032.wav,2097,0.5202985
test_public_0032.wav,2100,0.618139
test_public_0032.wav,2103,0.688258
test_public_0048.wav,1076,0.5549115
test_public_0048.wav,1105,0.62975
test_public_0048.wav,1101,0.6017245
test_public_0048.wav,1090,0.586816
test_public_0048.wav,1081,0.933513
test_public_0064.wav,1072,0.8361810000000001
test_public_0064.wav,1070,0.6619135
test_public_0064.wav,1085,0.58084
test_public_0064.wav,1078,0.462348
test_public_0064.wav,1101,0.506538
test_public_0080.wav,2046,0.6999885
test_public_0080.wav,2050,0.8554055
test_public_0080.wav,2103,0.795191
test_public_0080.wav,2047,0.751155
test_public_0080.wav,2048,0.6595139999999999
test_public_0096.wav,2083,0.9030555
test_public_0096.wav,2103,0.7532464999999999
test_public_0096.wav,2046,0.7553719999999999
test_public_0096.wav,2047,0.6618094999999999
test_public_0096.wav,2102,0.694095
test_public_0112.wav,1081,0.4455215
test_public_0112.wav,1099,0.6223069999999999
test_public_0112.wav,1107,0.628811
test_public_0112.wav,1078,0.5679575
test_public_0112.wav,1043,0.5949075
test_public_0128.wav,1066,0.824325
test_public_0128.wav,1096,0.6597204999999999
test_public_0128.wav,1108,0.746671
test_public_0128.wav,1068,0.6658930000000001
test_public_0128.wav,1087,0.593017
test_public_0144.wav,1098,0.6521125
test_public_0144.wav,1072,0.504763
test_public_0144.wav,1091,0.5447379999999999
test_public_0144.wav,1089,0.523854
test_public_0144.wav,1069,0.7935654999999999
test_public_0160.wav,2102,0.9218295000000001
test_public_0160.wav,2097,0.527741
test_public_0160.wav,2046,0.735683
test_public_0160.wav,2056,0.795107
test_public_0160.wav,2050,0.704058
test_public_0176.wav,1090,0.5876844999999999
test_public_0176.wav,1076,0.657851
test_public_0176.wav,1068,0.8850015
test_public_0176.wav,1066,0.561435
test_public_0176.wav,1082,0.7538795
test_public_0192.wav,1108,0.68826
test_public_0192.wav,1088,0.8017715000000001
test_public_0192.wav,1079,0.592621
test_public_0192.wav,1106,0.597286
test_public_0192.wav,1073,0.6216945
test_public_0208.wav,1091,0.586002
test_public_0208.wav,1085,0.583548
test_public_0208.wav,1072,0.663392
test_public_0208.wav,1068,0.859668
test_public_0208.wav,1098,0.5448595
test_public_0224.wav,1043,0.643859
test_public_0224.wav,1071,0.6105605000000001
test_public_0224.wav,1082,0.6835065
test_public_0224.wav,1107,0.652269
test_public_0224.wav,1081,0.9122625
test_public_5843.wav,1075,0.499273
test_public_5843.wav,1098,0.44075
test_public_5843.wav,1080,0.4196395
test_public_5843.wav,1094,0.4313335
test_public_5843.wav,1067,0.61873
test_public_5844.wav,1074,0.631347
test_public_5844.wav,1073,0.581714
test_public_5844.wav,1079,0.592208
test_public_5844.wav,1043,0.5666725
test_public_5844.wav,1106,0.8249185
test_public_5845.wav,1070,0.514859
test_public_5845.wav,1081,0.5347125
test_public_5845.wav,1069,0.5479155
test_public_5845.wav,1076,0.8342285
test_public_5845.wav,1087,0.579988
test_public_5846.wav,1078,0.569041
test_public_5846.wav,1086,0.656921
test_public_5846.wav,1093,0.5740485
test_public_5846.wav,1089,0.58092
test_public_5846.wav,1068,0.8687940000000001
test_public_5847.wav,1078,0.672913
test_public_5847.wav,1088,0.6260785
test_public_5847.wav,1080,0.655107
test_public_5847.wav,1096,0.451716
test_public_5847.wav,1109,0.5190795
test_public_5848.wav,1085,0.6156995
test_public_5848.wav,1092,0.575667
test_public_5848.wav,1106,0.791346
test_public_5848.wav,1089,0.5624195
test_public_5848.wav,1108,0.5715055
test_public_5849.wav,1104,0.7967409999999999
test_public_5849.wav,1068,0.488193
test_public_5849.wav,1109,0.592535
test_public_5849.wav,1093,0.7783585
test_public_5849.wav,1091,0.724193
test_public_5850.wav,1101,0.4831145
test_public_5850.wav,1104,0.3719155
test_public_5850.wav,1073,0.557546
test_public_5850.wav,1081,0.870081
test_public_5850.wav,1106,0.4435285
test_public_5851.wav,1091,0.534246
test_public_5851.wav,1079,0.6311505
test_public_5851.wav,1094,0.5033475
test_public_5851.wav,1086,0.546914
test_public_5851.wav,1092,0.75961
test_public_5852.wav,1093,0.5559585
test_public_5852.wav,1091,0.5661355
test_public_5852.wav,1068,0.9011085
test_public_5852.wav,1107,0.6117075
test_public_5852.wav,1076,0.614008
test_public_5853.wav,1104,0.829179
test_public_5853.wav,1077,0.519885
test_public_5853.wav,1071,0.505348
test_public_5853.wav,1088,0.475707
test_public_5853.wav,1074,0.593789
test_public_5854.wav,2083,0.6516935
test_public_5854.wav,2097,0.684293
test_public_5854.wav,2100,0.5727985
test_public_5854.wav,2047,0.748753
test_public_5854.wav,2102,0.6423719999999999
test_public_5855.wav,1076,0.6336045
test_public_5855.wav,1088,0.805203
test_public_5855.wav,1091,0.585043
test_public_5855.wav,1072,0.629545
test_public_5855.wav,1096,0.550415
test_public_5856.wav,1080,0.542153
test_public_5856.wav,1107,0.6443295
test_public_5856.wav,1078,0.754973
test_public_5856.wav,1090,0.5983915
test_public_5856.wav,1099,0.690259
test_public_5857.wav,2050,0.5300095
test_public_5857.wav,2097,0.659616
test_public_5857.wav,2103,0.6368495000000001
test_public_5857.wav,2047,0.6532245
test_public_5857.wav,2056,0.538148
test_public_5826.wav,1068,0.8904105
test_public_5826.wav,1096,0.7775505
test_public_5826.wav,1070,0.6759685
test_public_5826.wav,1076,0.70747
test_public_5826.wav,1092,0.5521415
test_public_5827.wav,2056,0.845717
test_public_5827.wav,2050,0.7266365
test_public_5827.wav,2097,0.477166
test_public_5827.wav,2102,0.9169635
test_public_5827.wav,2103,0.737257
test_public_5828.wav,2102,0.6600715
test_public_5828.wav,2083,0.886937
test_public_5828.wav,2103,0.7108375
test_public_5828.wav,2100,0.635777
test_public_5828.wav,2048,0.6223434999999999
test_public_5829.wav,1084,0.64245
test_public_5829.wav,1066,0.6709335
test_public_5829.wav,1096,0.764493
test_public_5829.wav,1077,0.6455145
test_public_5829.wav,1080,0.892908
test_public_5830.wav,1066,0.6971925
test_public_5830.wav,1089,0.576002
test_public_5830.wav,1087,0.628235
test_public_5830.wav,1074,0.609643
test_public_5830.wav,1084,0.513235
test_public_5831.wav,1084,0.5005435
test_public_5831.wav,1088,0.7168559999999999
test_public_5831.wav,1078,0.6603615
test_public_5831.wav,1087,0.759207
test_public_5831.wav,1104,0.4015335
test_public_5832.wav,2048,0.654272
test_public_5832.wav,2056,0.6882805
test_public_5832.wav,2050,0.7140285
test_public_5832.wav,2100,0.9385355
test_public_5832.wav,2047,0.544185
test_public_5833.wav,1099,0.5587605
test_public_5833.wav,1104,0.393058
test_public_5833.wav,1078,0.63993
test_public_5833.wav,1092,0.4866975
test_public_5833.wav,1074,0.668787
test_public_5834.wav,2102,0.705348
test_public_5834.wav,2048,0.64502
test_public_5834.wav,2056,0.7565925
test_public_5834.wav,2046,0.6106505
test_public_5834.wav,2050,0.6308255
test_public_5835.wav,1077,0.603666
test_public_5835.wav,1069,0.7907835
test_public_5835.wav,1070,0.6427430000000001
test_public_5835.wav,1073,0.52734
test_public_5835.wav,1081,0.7677134999999999
test_public_5836.wav,1096,0.645357
test_public_5836.wav,1080,0.603191
test_public_5836.wav,1079,0.6324895
test_public_5836.wav,1086,0.8139575
test_public_5836.wav,1109,0.7089785
test_public_5837.wav,1068,0.9186030000000001
test_public_5837.wav,1080,0.536928
test_public_5837.wav,1105,0.722357
test_public_5837.wav,1079,0.6911075
test_public_5837.wav,1087,0.655762
test_public_5838.wav,1108,0.5607475
test_public_5838.wav,1107,0.5772895
test_public_5838.wav,1099,0.4340945
test_public_5838.wav,1104,0.849063
test_public_5838.wav,1088,0.4774425
test_public_5839.wav,1105,0.6701175
test_public_5839.wav,1066,0.590153
test_public_5839.wav,1109,0.7407604999999999
test_public_5839.wav,1088,0.790647
test_public_5839.wav,1075,0.623869
test_public_5840.wav,1068,0.8404860000000001
test_public_5840.wav,1078,0.606694
test_public_5840.wav,1092,0.592972
test_public_5840.wav,1069,0.7092505
test_public_5840.wav,1066,0.5495115
test_public_5841.wav,2056,0.488407
test_public_5841.wav,2050,0.5299385
test_public_5841.wav,2103,0.5859385
test_public_5841.wav,2083,0.7505715
test_public_5841.wav,2046,0.6846785
test_public_5810.wav,2046,0.7370485
test_public_5810.wav,2100,0.4848305
test_public_5810.wav,2083,0.6389255
test_public_5810.wav,2102,0.540744
test_public_5810.wav,2047,0.611288
test_public_5811.wav,1067,0.5438995
test_public_5811.wav,1091,0.8256555
test_public_5811.wav,1069,0.456525
test_public_5811.wav,1095,0.537798
test_public_5811.wav,1075,0.45359700000000003
test_public_5812.wav,1106,0.409415
test_public_5812.wav,1105,0.498628
test_public_5812.wav,1095,0.30430250000000003
test_public_5812.wav,1075,0.651243
test_public_5812.wav,1073,0.340335
test_public_5813.wav,1091,0.415257
test_public_5813.wav,1078,0.736556
test_public_5813.wav,1079,0.366378
test_public_5813.wav,1087,0.842301
test_public_5813.wav,1099,0.6985835
test_public_5814.wav,1099,0.635482
test_public_5814.wav,1108,0.9049995
test_public_5814.wav,1075,0.551192
test_public_5814.wav,1093,0.5549625
test_public_5814.wav,1079,0.582263
test_public_5815.wav,1069,0.745052
test_public_5815.wav,1108,0.634664
test_public_5815.wav,1071,0.7482409999999999
test_public_5815.wav,1066,0.858417
test_public_5815.wav,1098,0.6355995
test_public_5816.wav,1101,0.7803825
test_public_5816.wav,1088,0.675274
test_public_5816.wav,1079,0.678164
test_public_5816.wav,1069,0.664992
test_public_5816.wav,1067,0.859727
test_public_5817.wav,2103,0.7906044999999999
test_public_5817.wav,2046,0.5542275
test_public_5817.wav,2100,0.7034785
test_public_5817.wav,2047,0.552841
test_public_5817.wav,2056,0.707027
test_public_5818.wav,1079,0.8020195
test_public_5818.wav,1105,0.6325045
test_public_5818.wav,1096,0.606136
test_public_5818.wav,1104,0.6368665
test_public_5818.wav,1074,0.486012
test_public_5819.wav,1078,0.5725169999999999
test_public_5819.wav,1086,0.6111395
test_public_5819.wav,1096,0.8132159999999999
test_public_5819.wav,1069,0.6127
test_public_5819.wav,1068,0.506893
test_public_5820.wav,1106,0.719248
test_public_5820.wav,1066,0.6125325
test_public_5820.wav,1107,0.7000435
test_public_5820.wav,1071,0.577308
test_public_5820.wav,1068,0.8766324999999999
test_public_5821.wav,1070,0.591742
test_public_5821.wav,1092,0.47519
test_public_5821.wav,1071,0.7682264999999999
test_public_5821.wav,1076,0.3956145
test_public_5821.wav,1072,0.493757
test_public_5822.wav,1072,0.6232915
test_public_5822.wav,1094,0.45083
test_public_5822.wav,1095,0.607904
test_public_5822.wav,1092,0.593451
test_public_5822.wav,1076,0.8295589999999999
test_public_5823.wav,1106,0.632274
test_public_5823.wav,1099,0.5395415
test_public_5823.wav,1105,0.527943
test_public_5823.wav,1093,0.904201
test_public_5823.wav,1076,0.6391335
test_public_5824.wav,2100,0.8848885
test_public_5824.wav,2102,0.5902755
test_public_5824.wav,2097,0.68638
test_public_5824.wav,2048,0.589411
test_public_5824.wav,2046,0.6276375
test_public_5794.wav,1072,0.90669
test_public_5794.wav,1068,0.6641765
test_public_5794.wav,1105,0.591808
test_public_5794.wav,1087,0.6354245000000001
test_public_5794.wav,1043,0.7021705
test_public_5795.wav,1069,0.9349005
test_public_5795.wav,1095,0.6589214999999999
test_public_5795.wav,1089,0.6864195
test_public_5795.wav,1094,0.65876
test_public_5795.wav,1079,0.6795835
test_public_5796.wav,1071,0.575171
test_public_5796.wav,1101,0.521915
test_public_5796.wav,1072,0.720054
test_public_5796.wav,1093,0.5115295
test_public_5796.wav,1099,0.6603085
test_public_5797.wav,1084,0.7149885
test_public_5797.wav,1080,0.4877255
test_public_5797.wav,1071,0.4605525
test_public_5797.wav,1076,0.656315
test_public_5797.wav,1095,0.619408
test_public_5798.wav,1095,0.6265385
test_public_5798.wav,1070,0.7586705
test_public_5798.wav,1109,0.6634215
test_public_5798.wav,1071,0.6763595
test_public_5798.wav,1105,0.6295305
test_public_5799.wav,2048,0.7764845
test_public_5799.wav,2102,0.794888
test_public_5799.wav,2050,0.776535
test_public_5799.wav,2056,0.733622
test_public_5799.wav,2047,0.958899
test_public_5800.wav,1099,0.6792104999999999
test_public_5800.wav,1085,0.596958
test_public_5800.wav,1096,0.707583
test_public_5800.wav,1071,0.5221685
test_public_5800.wav,1076,0.9273370000000001
test_public_5801.wav,1109,0.684669
test_public_5801.wav,1080,0.5253305
test_public_5801.wav,1086,0.8204425
test_public_5801.wav,1108,0.7211345
test_public_5801.wav,1069,0.7023775
test_public_5802.wav,1071,0.8230705
test_public_5802.wav,1088,0.47614650000000003
test_public_5802.wav,1072,0.4785855
test_public_5802.wav,1074,0.529716
test_public_5802.wav,1068,0.4527955
test_public_5803.wav,2102,0.9551875000000001
test_public_5803.wav,2050,0.7005755
test_public_5803.wav,2103,0.765088
test_public_5803.wav,2097,0.45412
test_public_5803.wav,2056,0.8964145
test_public_5804.wav,1095,0.720951
test_public_5804.wav,1105,0.504925
test_public_5804.wav,1076,0.5338315
test_public_5804.wav,1081,0.559655
test_public_5804.wav,1074,0.4894365
test_public_5805.wav,1088,0.5945855
test_public_5805.wav,1104,0.39673400000000003
test_public_5805.wav,1099,0.7220425
test_public_5805.wav,1087,0.8291645000000001
test_public_5805.wav,1109,0.703483
test_public_5806.wav,1081,0.497645
test_public_5806.wav,1086,0.6211445
test_public_5806.wav,1072,0.630147
test_public_5806.wav,1085,0.714669
test_public_5806.wav,1079,0.4828155
test_public_5807.wav,2048,0.4895365
test_public_5807.wav,2050,0.5828945
test_public_5807.wav,2097,0.9729445
test_public_5807.wav,2100,0.623112
test_public_5807.wav,2046,0.7068965
test_public_5808.wav,1104,0.558623
test_public_5808.wav,1068,0.82585
test_public_5808.wav,1077,0.8152895
test_public_5808.wav,1078,0.578614
test_public_5808.wav,1070,0.6107695
test_public_5778.wav,1093,0.60646
test_public_5778.wav,1101,0.633596
test_public_5778.wav,1105,0.636769
test_public_5778.wav,1073,0.5042065
test_public_5778.wav,1066,0.7454225
test_public_5779.wav,1096,0.5449975
test_public_5779.wav,1084,0.4083815
test_public_5779.wav,1079,0.4575285
test_public_5779.wav,1073,0.779308
test_public_5779.wav,1068,0.586794
test_public_5780.wav,1067,0.5444975
test_public_5780.wav,1075,0.8201695
test_public_5780.wav,1101,0.4987175
test_public_5780.wav,1066,0.4271695
test_public_5780.wav,1076,0.5702105
test_public_5781.wav,1108,0.5246605
test_public_5781.wav,1073,0.569442
test_public_5781.wav,1091,0.8319475000000001
test_public_5781.wav,1087,0.517773
test_public_5781.wav,1088,0.688123
test_public_5782.wav,1095,0.58927
test_public_5782.wav,1074,0.7424310000000001
test_public_5782.wav,1108,0.651597
test_public_5782.wav,1087,0.8143385000000001
test_public_5782.wav,1085,0.5589975
test_public_5783.wav,1080,0.6053575
test_public_5783.wav,1109,0.5899445
test_public_5783.wav,1075,0.825007
test_public_5783.wav,1085,0.619117
test_public_5783.wav,1088,0.6268125
test_public_5784.wav,1099,0.7187795
test_public_5784.wav,1070,0.559261
test_public_5784.wav,1077,0.793757
test_public_5784.wav,1091,0.570608
test_public_5784.wav,1105,0.623376
test_public_5785.wav,1106,0.7705645
test_public_5785.wav,1066,0.787176
test_public_5785.wav,1071,0.9126685
test_public_5785.wav,1067,0.5662834999999999
test_public_5785.wav,1084,0.591767
test_public_5786.wav,2048,0.7508285
test_public_5786.wav,2102,0.708483
test_public_5786.wav,2047,0.8525375
test_public_5786.wav,2103,0.6783815
test_public_5786.wav,2100,0.549447
test_public_5787.wav,1080,0.491735
test_public_5787.wav,1082,0.498787
test_public_5787.wav,1104,0.8636735
test_public_5787.wav,1071,0.5184315
test_public_5787.wav,1078,0.3982465
test_public_5788.wav,1085,0.669739
test_public_5788.wav,1080,0.7081230000000001
test_public_5788.wav,1092,0.4846545
test_public_5788.wav,1106,0.8720034999999999
test_public_5788.wav,1067,0.5345005
test_public_5789.wav,2046,0.7525305
